,id_x,hotel_id,overall_rating,value_rating,rooms_rating,location_rating,cleanliness_rating,service_rating,sleep_quality_rating,pic_num,tourism,mobile,review_date,helpful_count,owner_replied,id_y,hotel_name,city
13204,184527820,228678,4.0,4.0,5.0,5.0,5.0,5.0,5.0,0,business,N,12/11/2013,0,N,228678,Scandic Marski,Helsinki
13206,184873838,228678,4.0,5.0,3.0,5.0,5.0,4.0,2.0,3,couple,N,16/11/2013,0,N,228678,Scandic Marski,Helsinki
13207,185037371,228678,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,family,N,17/11/2013,1,N,228678,Scandic Marski,Helsinki
13208,185272411,228678,3.0,3.0,2.0,5.0,3.0,5.0,3.0,0,friends,N,20/11/2013,0,N,228678,Scandic Marski,Helsinki
13210,185763170,228678,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,friends,N,24/11/2013,0,N,228678,Scandic Marski,Helsinki
13211,185918664,228678,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0,couple,N,25/11/2013,0,N,228678,Scandic Marski,Helsinki
13213,187379256,228678,5.0,4.0,5.0,5.0,4.0,4.0,5.0,0,family,N,11/12/2013,0,N,228678,Scandic Marski,Helsinki
13214,187429075,228678,4.0,3.0,4.0,5.0,4.0,4.0,4.0,0,couple,N,12/12/2013,1,N,228678,Scandic Marski,Helsinki
13217,188274401,228678,4.0,3.0,5.0,5.0,5.0,4.0,3.0,0,friends,N,22/12/2013,1,N,228678,Scandic Marski,Helsinki
13218,188449443,228678,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1,family,N,24/12/2013,0,N,228678,Scandic Marski,Helsinki
13219,188495359,228678,4.0,4.0,4.0,5.0,5.0,5.0,4.0,0,family,N,25/12/2013,0,N,228678,Scandic Marski,Helsinki
13221,188782141,228678,3.0,4.0,3.0,5.0,4.0,4.0,3.0,2,solo,N,28/12/2013,0,N,228678,Scandic Marski,Helsinki
13222,188801913,228678,3.0,4.0,4.0,5.0,4.0,4.0,4.0,0,couple,N,28/12/2013,0,N,228678,Scandic Marski,Helsinki
13223,189118936,228678,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0,couple,N,31/12/2013,0,N,228678,Scandic Marski,Helsinki
13224,189411765,228678,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2,family,N,02/01/2014,14,N,228678,Scandic Marski,Helsinki
13227,190021497,228678,4.0,4.0,4.0,5.0,4.0,5.0,4.0,0,family,N,07/01/2014,0,N,228678,Scandic Marski,Helsinki
13229,190800420,228678,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,family,N,14/01/2014,0,N,228678,Scandic Marski,Helsinki
13230,190985189,228678,2.0,3.0,2.0,5.0,2.0,2.0,2.0,0,couple,N,15/01/2014,1,N,228678,Scandic Marski,Helsinki
13231,191595580,228678,4.0,3.0,3.0,5.0,3.0,4.0,5.0,0,business,N,21/01/2014,0,N,228678,Scandic Marski,Helsinki
13232,191867474,228678,3.0,4.0,3.0,4.0,4.0,3.0,4.0,0,business,N,23/01/2014,1,N,228678,Scandic Marski,Helsinki
13235,192329460,228678,5.0,5.0,4.0,5.0,5.0,5.0,4.0,0,family,N,28/01/2014,0,N,228678,Scandic Marski,Helsinki
13236,192334978,228678,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,family,N,28/01/2014,1,N,228678,Scandic Marski,Helsinki
13237,192700010,228678,3.0,3.0,2.0,4.0,3.0,4.0,2.0,0,family,N,31/01/2014,0,N,228678,Scandic Marski,Helsinki
13239,193179152,228678,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0,business,N,05/02/2014,1,N,228678,Scandic Marski,Helsinki
13240,193414318,228678,4.0,3.0,4.0,5.0,4.0,4.0,4.0,0,business,N,08/02/2014,0,N,228678,Scandic Marski,Helsinki
13241,193534769,228678,5.0,4.0,5.0,5.0,5.0,5.0,4.0,0,solo,N,09/02/2014,0,N,228678,Scandic Marski,Helsinki
13242,193890489,228678,3.0,4.0,3.0,5.0,4.0,5.0,3.0,0,business,N,12/02/2014,0,N,228678,Scandic Marski,Helsinki
13243,193960200,228678,5.0,4.0,4.0,5.0,5.0,5.0,5.0,0,couple,N,13/02/2014,2,N,228678,Scandic Marski,Helsinki
13244,194063429,228678,3.0,4.0,3.0,5.0,4.0,5.0,5.0,0,business,N,14/02/2014,0,N,228678,Scandic Marski,Helsinki
13245,195416851,228678,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0,couple,N,26/02/2014,0,N,228678,Scandic Marski,Helsinki
13246,195510297,228678,4.0,4.0,4.0,5.0,5.0,4.0,5.0,0,business,N,26/02/2014,0,N,228678,Scandic Marski,Helsinki
13247,195654169,228678,4.0,5.0,5.0,5.0,5.0,4.0,5.0,1,friends,N,28/02/2014,0,N,228678,Scandic Marski,Helsinki
13248,195868911,228678,4.0,4.0,4.0,5.0,4.0,4.0,3.0,0,couple,N,02/03/2014,0,N,228678,Scandic Marski,Helsinki
13250,196762673,228678,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4,business,N,09/03/2014,0,N,228678,Scandic Marski,Helsinki
13251,197669674,228678,5.0,4.0,4.0,5.0,5.0,4.0,5.0,0,couple,N,16/03/2014,1,N,228678,Scandic Marski,Helsinki
13252,197988289,228678,4.0,4.0,4.0,5.0,3.0,4.0,3.0,0,solo,N,19/03/2014,1,N,228678,Scandic Marski,Helsinki
13253,198246734,228678,3.0,4.0,2.0,5.0,3.0,3.0,2.0,0,business,N,22/03/2014,1,N,228678,Scandic Marski,Helsinki
13254,198273939,228678,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0,couple,N,22/03/2014,0,N,228678,Scandic Marski,Helsinki
13255,198908206,228678,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0,couple,N,27/03/2014,0,N,228678,Scandic Marski,Helsinki
13256,199219717,228678,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0,friends,N,30/03/2014,1,N,228678,Scandic Marski,Helsinki
13257,199475695,228678,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,family,N,31/03/2014,0,N,228678,Scandic Marski,Helsinki
13258,199870982,228678,3.0,3.0,2.0,4.0,3.0,4.0,4.0,0,business,N,04/04/2014,0,N,228678,Scandic Marski,Helsinki
13261,202950351,228678,4.0,4.0,3.0,5.0,4.0,4.0,4.0,0,business,N,27/04/2014,0,N,228678,Scandic Marski,Helsinki
13263,203122396,228678,2.0,3.0,2.0,5.0,3.0,2.0,2.0,0,business,N,28/04/2014,0,N,228678,Scandic Marski,Helsinki
13265,204033234,228678,4.0,4.0,4.0,4.0,5.0,4.0,5.0,0,solo,N,04/05/2014,0,N,228678,Scandic Marski,Helsinki
13266,204236201,228678,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,family,N,06/05/2014,0,N,228678,Scandic Marski,Helsinki
13267,204288185,228678,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0,business,N,06/05/2014,0,N,228678,Scandic Marski,Helsinki
13268,204597357,228678,5.0,5.0,5.0,5.0,4.0,4.0,5.0,0,family,N,08/05/2014,0,N,228678,Scandic Marski,Helsinki
13271,205101480,228678,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0,couple,N,11/05/2014,0,N,228678,Scandic Marski,Helsinki
13272,205121432,228678,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6,family,N,11/05/2014,0,N,228678,Scandic Marski,Helsinki
13276,206467708,228678,3.0,2.0,2.0,3.0,2.0,4.0,2.0,0,business,N,21/05/2014,0,N,228678,Scandic Marski,Helsinki
13277,206946615,228678,4.0,3.0,3.0,5.0,5.0,2.0,4.0,0,business,N,25/05/2014,0,N,228678,Scandic Marski,Helsinki
13278,207240540,228678,2.0,2.0,2.0,5.0,3.0,3.0,2.0,0,business,N,27/05/2014,0,N,228678,Scandic Marski,Helsinki
13279,207532329,228678,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0,family,N,28/05/2014,0,N,228678,Scandic Marski,Helsinki
13280,208028851,228678,4.0,3.0,3.0,5.0,4.0,4.0,3.0,0,couple,N,30/05/2014,0,N,228678,Scandic Marski,Helsinki
13281,208752543,228678,5.0,4.0,5.0,5.0,5.0,3.0,5.0,0,business,N,03/06/2014,0,N,228678,Scandic Marski,Helsinki
13282,209017291,228678,4.0,3.0,4.0,5.0,4.0,4.0,3.0,0,business,N,05/06/2014,0,N,228678,Scandic Marski,Helsinki
13284,209181643,228678,2.0,2.0,2.0,4.0,4.0,3.0,2.0,0,couple,N,06/06/2014,0,N,228678,Scandic Marski,Helsinki
13285,211204610,228678,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0,couple,N,20/06/2014,0,N,228678,Scandic Marski,Helsinki
13286,211779656,228678,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,friends,N,23/06/2014,0,N,228678,Scandic Marski,Helsinki
13287,211983880,228678,3.0,2.0,2.0,4.0,3.0,4.0,2.0,0,business,N,25/06/2014,0,N,228678,Scandic Marski,Helsinki
13288,212029370,228678,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,friends,N,25/06/2014,0,N,228678,Scandic Marski,Helsinki
13289,212032411,228678,4.0,4.0,4.0,5.0,5.0,4.0,4.0,0,friends,N,25/06/2014,2,N,228678,Scandic Marski,Helsinki
13290,212154362,228678,4.0,3.0,3.0,5.0,3.0,3.0,3.0,0,family,N,26/06/2014,0,N,228678,Scandic Marski,Helsinki
13291,212196929,228678,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0,business,N,26/06/2014,0,N,228678,Scandic Marski,Helsinki
13292,212681560,228678,4.0,5.0,4.0,5.0,4.0,4.0,5.0,0,business,N,29/06/2014,0,N,228678,Scandic Marski,Helsinki
13293,212703435,228678,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,family,N,29/06/2014,0,N,228678,Scandic Marski,Helsinki
13294,212776318,228678,4.0,5.0,4.0,5.0,5.0,4.0,5.0,8,family,N,30/06/2014,2,N,228678,Scandic Marski,Helsinki
13295,213239659,228678,4.0,5.0,3.0,4.0,3.0,4.0,4.0,0,solo,N,02/07/2014,0,N,228678,Scandic Marski,Helsinki
13297,213717952,228678,4.0,4.0,3.0,4.0,4.0,4.0,4.0,0,business,N,05/07/2014,0,N,228678,Scandic Marski,Helsinki
13298,213784888,228678,5.0,5.0,4.0,5.0,4.0,5.0,5.0,0,couple,N,05/07/2014,0,N,228678,Scandic Marski,Helsinki
13299,214049763,228678,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0,couple,N,07/07/2014,0,N,228678,Scandic Marski,Helsinki
13371,239470733,228678,4.0,4.0,5.0,5.0,4.0,4.0,4.0,0,family,N,12/11/2014,0,N,228678,Scandic Marski,Helsinki
13373,239519845,228678,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,business,N,12/11/2014,0,N,228678,Scandic Marski,Helsinki
13374,239563362,228678,4.0,3.0,4.0,5.0,4.0,4.0,5.0,0,friends,N,12/11/2014,0,N,228678,Scandic Marski,Helsinki
13375,239614856,228678,3.0,3.0,4.0,5.0,4.0,4.0,4.0,0,business,N,13/11/2014,0,N,228678,Scandic Marski,Helsinki
13376,239878971,228678,2.0,2.0,2.0,5.0,1.0,3.0,5.0,0,business,N,14/11/2014,0,N,228678,Scandic Marski,Helsinki
13377,239945815,228678,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0,friends,N,15/11/2014,0,N,228678,Scandic Marski,Helsinki
13378,240020959,228678,4.0,4.0,4.0,5.0,5.0,4.0,5.0,0,friends,N,15/11/2014,0,N,228678,Scandic Marski,Helsinki
13379,240042363,228678,3.0,3.0,3.0,5.0,4.0,4.0,3.0,0,family,N,16/11/2014,0,N,228678,Scandic Marski,Helsinki
13383,241342657,228678,4.0,4.0,4.0,5.0,5.0,4.0,5.0,0,couple,N,24/11/2014,0,N,228678,Scandic Marski,Helsinki
13385,241671191,228678,4.0,3.0,4.0,5.0,5.0,5.0,5.0,0,business,N,26/11/2014,0,N,228678,Scandic Marski,Helsinki
13386,242047003,228678,5.0,5.0,4.0,5.0,4.0,5.0,5.0,0,couple,N,29/11/2014,1,N,228678,Scandic Marski,Helsinki
13387,242371131,228678,3.0,3.0,3.0,5.0,3.0,4.0,3.0,0,couple,N,01/12/2014,0,N,228678,Scandic Marski,Helsinki
13388,242766617,228678,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0,family,N,03/12/2014,1,N,228678,Scandic Marski,Helsinki
13389,242790268,228678,4.0,4.0,4.0,5.0,5.0,5.0,5.0,0,couple,N,03/12/2014,0,N,228678,Scandic Marski,Helsinki
13393,244359544,228678,3.0,3.0,3.0,5.0,2.0,3.0,4.0,0,business,N,13/12/2014,0,N,228678,Scandic Marski,Helsinki
13397,244647836,228678,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0,solo,N,16/12/2014,0,N,228678,Scandic Marski,Helsinki
13398,244707370,228678,5.0,4.0,5.0,5.0,5.0,5.0,4.0,0,couple,N,16/12/2014,0,N,228678,Scandic Marski,Helsinki
13401,246938306,228678,4.0,5.0,5.0,5.0,5.0,5.0,5.0,0,family,N,02/01/2015,0,N,228678,Scandic Marski,Helsinki
13402,246964544,228678,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,solo,N,02/01/2015,0,Y,228678,Scandic Marski,Helsinki
13403,247447719,228678,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,family,N,04/01/2015,0,Y,228678,Scandic Marski,Helsinki
13404,247517746,228678,3.0,3.0,3.0,4.0,4.0,4.0,1.0,0,couple,N,04/01/2015,0,N,228678,Scandic Marski,Helsinki
13408,248734929,228678,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,family,N,10/01/2015,1,N,228678,Scandic Marski,Helsinki
13417,250223445,228678,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0,couple,N,20/01/2015,0,N,228678,Scandic Marski,Helsinki
13420,251036282,228678,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0,business,N,25/01/2015,0,N,228678,Scandic Marski,Helsinki
13425,251640959,228678,3.0,5.0,4.0,5.0,4.0,5.0,4.0,0,friends,N,29/01/2015,0,N,228678,Scandic Marski,Helsinki
13438,258576925,228678,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0,solo,N,09/03/2015,0,N,228678,Scandic Marski,Helsinki
13439,258713608,228678,3.0,3.0,3.0,5.0,4.0,4.0,4.0,0,solo,N,10/03/2015,0,N,228678,Scandic Marski,Helsinki
13443,260255017,228678,4.0,3.0,3.0,5.0,4.0,5.0,5.0,0,business,N,17/03/2015,0,Y,228678,Scandic Marski,Helsinki
13444,260344020,228678,4.0,3.0,3.0,5.0,3.0,5.0,4.0,0,business,N,18/03/2015,1,Y,228678,Scandic Marski,Helsinki
13449,261587679,228678,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0,friends,N,25/03/2015,0,Y,228678,Scandic Marski,Helsinki
13452,264132624,228678,5.0,4.0,5.0,5.0,5.0,5.0,4.0,0,couple,N,06/04/2015,0,Y,228678,Scandic Marski,Helsinki
13454,265183736,228678,4.0,4.0,3.0,5.0,5.0,5.0,5.0,0,business,N,11/04/2015,0,Y,228678,Scandic Marski,Helsinki
13455,265595370,228678,4.0,4.0,4.0,5.0,4.0,4.0,5.0,0,friends,N,13/04/2015,1,Y,228678,Scandic Marski,Helsinki
13458,266749824,228678,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0,business,N,20/04/2015,0,Y,228678,Scandic Marski,Helsinki
13459,267673867,228678,4.0,4.0,4.0,5.0,3.0,5.0,4.0,0,family,N,24/04/2015,1,Y,228678,Scandic Marski,Helsinki
13462,269323528,228678,4.0,5.0,4.0,5.0,5.0,5.0,4.0,0,business,N,01/05/2015,1,Y,228678,Scandic Marski,Helsinki
13463,269466204,228678,3.0,4.0,4.0,5.0,4.0,3.0,5.0,0,friends,N,02/05/2015,0,Y,228678,Scandic Marski,Helsinki
13464,269536892,228678,4.0,4.0,3.0,5.0,3.0,4.0,5.0,0,family,N,02/05/2015,0,Y,228678,Scandic Marski,Helsinki
13465,269581113,228678,3.0,3.0,3.0,5.0,3.0,3.0,3.0,0,family,N,02/05/2015,1,N,228678,Scandic Marski,Helsinki
13466,269836793,228678,3.0,3.0,3.0,5.0,4.0,3.0,3.0,0,business,N,03/05/2015,1,N,228678,Scandic Marski,Helsinki
13468,270073190,228678,4.0,3.0,3.0,4.0,3.0,4.0,4.0,0,business,N,04/05/2015,0,N,228678,Scandic Marski,Helsinki
13472,270164124,228678,4.0,4.0,5.0,5.0,3.0,5.0,5.0,0,business,N,05/05/2015,2,Y,228678,Scandic Marski,Helsinki
13473,270240195,228678,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0,family,N,05/05/2015,1,Y,228678,Scandic Marski,Helsinki
13474,270281759,228678,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,couple,N,05/05/2015,0,Y,228678,Scandic Marski,Helsinki
13475,270294531,228678,4.0,3.0,4.0,4.0,4.0,4.0,4.0,0,business,N,05/05/2015,0,Y,228678,Scandic Marski,Helsinki
13476,270318100,228678,4.0,3.0,3.0,5.0,4.0,3.0,3.0,0,business,N,06/05/2015,0,Y,228678,Scandic Marski,Helsinki
13477,270492802,228678,5.0,4.0,4.0,5.0,4.0,5.0,3.0,0,couple,N,06/05/2015,0,Y,228678,Scandic Marski,Helsinki
13479,270993662,228678,4.0,4.0,3.0,5.0,4.0,4.0,4.0,0,friends,N,09/05/2015,0,Y,228678,Scandic Marski,Helsinki
13483,271371188,228678,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0,solo,N,11/05/2015,1,Y,228678,Scandic Marski,Helsinki
13485,272048595,228678,3.0,2.0,3.0,4.0,3.0,4.0,3.0,0,business,N,14/05/2015,1,Y,228678,Scandic Marski,Helsinki
13486,272603289,228678,4.0,4.0,3.0,5.0,4.0,4.0,4.0,0,business,N,17/05/2015,0,Y,228678,Scandic Marski,Helsinki
13487,272702298,228678,4.0,4.0,4.0,5.0,4.0,4.0,5.0,0,family,N,18/05/2015,0,N,228678,Scandic Marski,Helsinki
13489,273255285,228678,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0,solo,N,20/05/2015,0,N,228678,Scandic Marski,Helsinki
13490,273389687,228678,4.0,4.0,4.0,5.0,4.0,5.0,4.0,0,solo,N,20/05/2015,0,N,228678,Scandic Marski,Helsinki
13491,273733862,228678,4.0,4.0,4.0,5.0,5.0,4.0,3.0,0,friends,N,21/05/2015,0,N,228678,Scandic Marski,Helsinki
13493,273930920,228678,4.0,4.0,4.0,5.0,4.0,5.0,4.0,0,business,N,22/05/2015,0,N,228678,Scandic Marski,Helsinki
13496,274349437,228678,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,friends,N,25/05/2015,0,N,228678,Scandic Marski,Helsinki
13499,275028384,228678,4.0,4.0,4.0,5.0,4.0,4.0,5.0,0,solo,N,27/05/2015,0,N,228678,Scandic Marski,Helsinki
13501,275439832,228678,4.0,3.0,3.0,5.0,3.0,5.0,5.0,0,couple,N,28/05/2015,0,Y,228678,Scandic Marski,Helsinki
13502,275689975,228678,3.0,2.0,3.0,3.0,3.0,2.0,3.0,0,business,N,30/05/2015,0,N,228678,Scandic Marski,Helsinki
13506,276323558,228678,3.0,3.0,3.0,5.0,3.0,4.0,2.0,0,family,N,31/05/2015,0,Y,228678,Scandic Marski,Helsinki
13507,276382776,228678,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0,couple,N,01/06/2015,0,Y,228678,Scandic Marski,Helsinki
13509,276405250,228678,4.0,5.0,4.0,5.0,5.0,4.0,5.0,0,business,N,01/06/2015,0,Y,228678,Scandic Marski,Helsinki
13510,276516268,228678,5.0,4.0,5.0,5.0,5.0,4.0,5.0,0,business,N,01/06/2015,0,Y,228678,Scandic Marski,Helsinki
13511,277143701,228678,3.0,4.0,3.0,5.0,3.0,4.0,3.0,0,business,N,02/06/2015,0,Y,228678,Scandic Marski,Helsinki
13514,277851409,228678,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,friends,N,04/06/2015,0,Y,228678,Scandic Marski,Helsinki
13515,278905825,228678,4.0,3.0,4.0,5.0,4.0,4.0,5.0,0,business,N,08/06/2015,0,Y,228678,Scandic Marski,Helsinki
13518,279852743,228678,3.0,2.0,2.0,3.0,4.0,3.0,3.0,0,couple,N,12/06/2015,0,Y,228678,Scandic Marski,Helsinki
13520,280276632,228678,4.0,5.0,4.0,5.0,4.0,5.0,4.0,0,business,N,14/06/2015,0,Y,228678,Scandic Marski,Helsinki
13521,280296323,228678,3.0,3.0,3.0,5.0,5.0,4.0,3.0,0,business,N,15/06/2015,0,Y,228678,Scandic Marski,Helsinki
13522,280789585,228678,3.0,4.0,3.0,4.0,4.0,4.0,4.0,0,family,N,16/06/2015,0,Y,228678,Scandic Marski,Helsinki
13523,281066987,228678,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0,business,N,18/06/2015,0,Y,228678,Scandic Marski,Helsinki
13525,281522826,228678,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0,business,N,20/06/2015,0,Y,228678,Scandic Marski,Helsinki
13527,281865335,228678,4.0,5.0,4.0,5.0,5.0,5.0,4.0,0,friends,N,21/06/2015,0,Y,228678,Scandic Marski,Helsinki
13528,282022929,228678,4.0,2.0,3.0,5.0,4.0,4.0,4.0,0,couple,N,22/06/2015,0,Y,228678,Scandic Marski,Helsinki
13530,282290666,228678,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,business,N,23/06/2015,0,Y,228678,Scandic Marski,Helsinki
13532,282793956,228678,3.0,2.0,2.0,5.0,3.0,3.0,3.0,0,solo,N,24/06/2015,0,Y,228678,Scandic Marski,Helsinki
13536,284077927,228678,3.0,3.0,3.0,4.0,3.0,3.0,3.0,0,couple,N,29/06/2015,0,Y,228678,Scandic Marski,Helsinki
13540,284253899,228678,4.0,4.0,4.0,5.0,3.0,4.0,4.0,0,friends,N,30/06/2015,0,Y,228678,Scandic Marski,Helsinki
13544,285044252,228678,4.0,5.0,4.0,5.0,4.0,4.0,4.0,0,solo,N,02/07/2015,0,Y,228678,Scandic Marski,Helsinki
13547,286283356,228678,4.0,4.0,5.0,5.0,4.0,5.0,5.0,0,couple,N,07/07/2015,0,Y,228678,Scandic Marski,Helsinki
13548,286665389,228678,4.0,5.0,4.0,5.0,4.0,4.0,5.0,0,family,N,08/07/2015,0,Y,228678,Scandic Marski,Helsinki
13549,286668074,228678,4.0,4.0,4.0,5.0,5.0,5.0,5.0,0,business,N,08/07/2015,0,Y,228678,Scandic Marski,Helsinki
13551,286850430,228678,4.0,4.0,4.0,5.0,4.0,4.0,5.0,0,couple,N,08/07/2015,0,Y,228678,Scandic Marski,Helsinki
13553,287924368,228678,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,family,N,11/07/2015,0,Y,228678,Scandic Marski,Helsinki
13555,288422903,228678,4.0,4.0,4.0,5.0,4.0,5.0,5.0,0,business,N,13/07/2015,0,Y,228678,Scandic Marski,Helsinki
13557,288543156,228678,4.0,4.0,3.0,5.0,4.0,4.0,3.0,0,couple,N,13/07/2015,1,Y,228678,Scandic Marski,Helsinki
13559,288768201,228678,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0,family,N,14/07/2015,0,Y,228678,Scandic Marski,Helsinki
13565,290271196,228678,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,solo,N,18/07/2015,0,Y,228678,Scandic Marski,Helsinki
13566,290589156,228678,4.0,4.0,4.0,5.0,4.0,5.0,5.0,0,family,N,19/07/2015,0,Y,228678,Scandic Marski,Helsinki
13572,292228985,228678,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,couple,N,24/07/2015,0,Y,228678,Scandic Marski,Helsinki
13574,292892888,228678,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,couple,N,27/07/2015,0,Y,228678,Scandic Marski,Helsinki
13575,293186136,228678,4.0,4.0,4.0,5.0,3.0,4.0,4.0,0,family,N,27/07/2015,0,Y,228678,Scandic Marski,Helsinki
13576,293726407,228678,2.0,4.0,5.0,5.0,4.0,1.0,5.0,0,couple,N,29/07/2015,0,Y,228678,Scandic Marski,Helsinki
13577,293967979,228678,4.0,5.0,4.0,4.0,4.0,4.0,4.0,0,business,N,29/07/2015,0,Y,228678,Scandic Marski,Helsinki
13578,294291974,228678,5.0,4.0,4.0,5.0,5.0,4.0,5.0,0,couple,N,30/07/2015,0,Y,228678,Scandic Marski,Helsinki
13580,294496553,228678,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,family,N,31/07/2015,0,Y,228678,Scandic Marski,Helsinki
13581,294629635,228678,3.0,3.0,4.0,5.0,3.0,3.0,5.0,0,family,N,01/08/2015,0,Y,228678,Scandic Marski,Helsinki
13583,295151330,228678,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0,business,N,02/08/2015,0,Y,228678,Scandic Marski,Helsinki
13584,295283858,228678,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0,family,N,03/08/2015,0,Y,228678,Scandic Marski,Helsinki
13587,295533409,228678,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0,couple,N,03/08/2015,0,Y,228678,Scandic Marski,Helsinki
13588,295542677,228678,2.0,2.0,2.0,5.0,2.0,3.0,3.0,0,family,N,04/08/2015,0,Y,228678,Scandic Marski,Helsinki
13589,295725000,228678,1.0,1.0,1.0,5.0,3.0,1.0,3.0,0,couple,N,04/08/2015,2,Y,228678,Scandic Marski,Helsinki
13590,296207618,228678,2.0,1.0,1.0,5.0,2.0,3.0,2.0,0,couple,N,05/08/2015,0,Y,228678,Scandic Marski,Helsinki
13591,296241764,228678,3.0,3.0,3.0,5.0,3.0,5.0,4.0,0,couple,N,06/08/2015,0,Y,228678,Scandic Marski,Helsinki
13592,296526382,228678,3.0,2.0,2.0,4.0,4.0,3.0,1.0,0,family,N,07/08/2015,0,Y,228678,Scandic Marski,Helsinki
13593,296552690,228678,3.0,4.0,4.0,5.0,3.0,4.0,5.0,0,business,N,07/08/2015,0,Y,228678,Scandic Marski,Helsinki
13596,297181597,228678,2.0,2.0,1.0,5.0,5.0,4.0,5.0,0,family,N,09/08/2015,1,Y,228678,Scandic Marski,Helsinki
13597,297903440,228678,5.0,4.0,4.0,5.0,4.0,5.0,4.0,0,couple,N,11/08/2015,0,Y,228678,Scandic Marski,Helsinki
13598,298161079,228678,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,solo,N,11/08/2015,0,Y,228678,Scandic Marski,Helsinki
13602,299073257,228678,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,solo,N,14/08/2015,0,N,228678,Scandic Marski,Helsinki
13610,300510463,228678,4.0,4.0,3.0,5.0,4.0,4.0,4.0,0,business,N,17/08/2015,0,N,228678,Scandic Marski,Helsinki
13611,300641078,228678,4.0,4.0,4.0,5.0,5.0,4.0,5.0,0,family,N,18/08/2015,0,N,228678,Scandic Marski,Helsinki
13613,301107438,228678,4.0,5.0,4.0,5.0,3.0,4.0,4.0,0,couple,N,19/08/2015,0,N,228678,Scandic Marski,Helsinki
13620,302578140,228678,4.0,3.0,4.0,5.0,4.0,4.0,4.0,0,couple,N,23/08/2015,0,N,228678,Scandic Marski,Helsinki
13624,303637965,228678,4.0,5.0,4.0,5.0,3.0,4.0,3.0,0,couple,N,26/08/2015,0,N,228678,Scandic Marski,Helsinki
13625,303645555,228678,5.0,4.0,4.0,5.0,4.0,5.0,5.0,0,family,N,26/08/2015,0,N,228678,Scandic Marski,Helsinki
13626,303725210,228678,4.0,4.0,3.0,5.0,4.0,4.0,3.0,0,couple,N,26/08/2015,0,N,228678,Scandic Marski,Helsinki
